CustomerID,Recency,Frequency,Monetary,AOV,MedianDaysBetween,Monetary_log,Recency_log,KM_Cluster,PC1,PC2,Segment
13587,64,1,712.4,89.05,0.0,6.570042272924791,4.174387269895637,2,-0.3945995380393732,-0.040202258041183,Potential Loyalists
13588,16,9,2478.95,14.246839080459768,0.0,7.815993677665464,2.833213344056216,1,1.3503180143043214,-0.0843202652495746,Loyal Customers
13589,15,2,379.65,18.07857142857143,0.0,5.941880317752221,2.772588722239781,2,-0.0602666916485787,-0.8882912819710874,Potential Loyalists
13590,11,6,1981.92,22.780689655172413,0.0,7.592325784791223,2.4849066497880004,1,1.1568918825047263,-0.5454869632066118,Loyal Customers
13591,65,3,1117.13,19.26086206896552,0.0,7.019412926024925,4.189654742026425,2,-0.0325454687813267,0.1769177936435696,Potential Loyalists
13592,36,4,247.96,15.4975,0.0,5.5172922409900265,3.610917912644224,2,-0.453841825615296,-0.2934942215231266,Potential Loyalists
13593,108,5,2037.08,15.9146875,0.0,7.6197634671830015,4.691347882229144,2,0.2069998938074959,0.7052886301614189,Potential Loyalists
13594,53,1,396.97,15.268076923076924,0.0,5.986376625559036,3.9889840465642745,2,-0.6033359731082484,-0.2282351464313845,Potential Loyalists
13596,6,2,697.04,4.199036144578313,0.0,6.54827640771067,1.9459101490553128,2,0.5669166187280705,-1.3034276897666957,Potential Loyalists
13598,47,1,180.17,4.504250000000001,0.0,5.199435816987919,3.871201010907891,0,-0.9379829947323294,-0.4025814190596858,Champions
13599,1,21,5153.67,20.86506072874494,0.0,8.547658378883066,0.6931471805599453,1,3.4672016431202235,-0.3773552126005844,Loyal Customers
13600,312,1,219.52,11.553684210526315,0.0,5.395988393721483,5.746203190540153,0,-1.597334451297605,0.7463427751167133,Champions
13601,45,2,693.32,7.003232323232324,0.0,6.54293294933599,3.828641396489095,2,-0.1935668233690184,-0.1765056377204696,Potential Loyalists
13602,65,1,428.89,18.647391304347824,0.0,6.063529362008149,4.189654742026425,0,-0.6466577982553279,-0.0978702446919407,Champions
13603,26,1,164.34,6.086666666666667,0.0,5.108003959824529,3.295836866004329,0,-0.7507616953113369,-0.7592455015172027,Champions
13606,29,3,280.54,6.524186046511629,0.0,5.640274533399819,3.4011973816621555,2,-0.3847264065766635,-0.4772308886743181,Potential Loyalists
13607,40,1,678.01,6.918469387755102,0.0,6.520635854990748,3.713572066704308,2,-0.2330862747849273,-0.3227159681065433,Potential Loyalists
13610,12,7,1131.88,5.008318584070797,0.0,7.032518341914804,2.5649493574615367,2,0.9278990595008184,-0.4970383309214484,Potential Loyalists
13611,89,3,1171.8,15.835135135135134,0.0,7.067149331132387,4.499809670330265,2,-0.1342215728228795,0.368976047418271,Potential Loyalists
13614,24,4,1610.46,8.01223880597015,0.0,7.384895879352644,3.218875824868201,2,0.6106967048017491,-0.2819521843738506,Potential Loyalists
13615,319,1,417.69,18.160434782608696,0.0,6.037130789291114,5.768320995793772,0,-1.2949628402686295,0.8441604324122803,Champions
13617,40,3,544.18,12.367727272727272,0.0,6.301116015363744,3.713572066704308,2,-0.1896331232595,-0.2029708379889137,Potential Loyalists
13618,174,1,177.34,13.64153846153846,0.0,5.183691840706733,5.1647859739235145,0,-1.466356396319222,0.3701105241911295,Champions
13621,117,1,213.85,11.255263157894737,0.0,5.3699401102210045,4.770684624465665,0,-1.2172881271700322,0.1586381334762766,Champions
13623,31,5,747.78,9.231851851851852,0.0,6.618445215404971,3.4657359027997265,2,0.2142264991702202,-0.1608488952900965,Potential Loyalists
13626,253,1,257.23,13.53842105263158,0.0,5.5538506606638975,5.537334267018537,0,-1.4366124988611992,0.6420676154593895,Champions
13627,59,5,1638.47,17.80945652173913,0.0,7.402128297855622,4.0943445622221,2,0.3416601973516069,0.3190171761136608,Potential Loyalists
13629,23,11,7792.36,132.07389830508475,0.0,8.961027368080067,3.1780538303479458,1,1.917448108115685,0.4219536331172362,Loyal Customers
13630,5,7,2031.78,28.61661971830986,0.0,7.617159593311352,1.791759469228055,1,1.5229886317853083,-0.8830082814959676,Loyal Customers
13631,100,11,3070.42,279.1290909090909,8.5,8.029895274358873,4.61512051684126,2,0.8868948905990554,1.1598359884075196,Potential Loyalists
13632,25,5,2121.27,14.529246575342466,0.0,7.660241549534091,3.258096538021482,2,0.8036041059272495,-0.1477913160849747,Potential Loyalists
13634,33,5,1575.16,8.378510638297874,0.0,7.362746788107369,3.5263605246161616,2,0.5511811315596743,-0.0263609686202124,Potential Loyalists
13635,68,1,1071.03,17.274677419354838,0.0,6.977309326313799,4.23410650459726,2,-0.2209109399465352,0.0492864864302194,Potential Loyalists
13636,37,5,949.12,15.065396825396826,0.0,6.856588292406893,3.6375861597263857,2,0.2606671995258154,-0.0265098475599654,Potential Loyalists
13637,52,3,810.5,8.024752475247524,0.0,6.698884386954646,3.970291913552122,2,-0.0998582910209176,0.0032548272327998,Potential Loyalists
13638,16,1,122.64,15.33,0.0,4.817374117263916,2.833213344056216,2,-0.70563463951288,-1.0746611176789491,Potential Loyalists
13639,74,1,1033.34,25.8335,0.0,6.941518821134943,4.31748811353631,2,-0.2718523327241086,0.0945053644694421,Potential Loyalists
13642,216,1,354.8,5.375757575757576,0.0,5.874368775231734,5.37989735354046,0,-1.2176248570476305,0.5900520048268911,Champions
13643,31,3,519.44,18.551428571428573,0.0,6.254674607635275,3.4657359027997265,2,-0.1124145742080635,-0.3575336080393079,Potential Loyalists
13644,16,4,2624.26,17.974383561643837,0.0,7.87293521773988,2.833213344056216,2,1.0028877024203249,-0.4485621811267503,Potential Loyalists
13645,120,1,252.1,50.42,0.0,5.533784667551078,4.795790545596741,0,-1.1478478110726515,0.195286958952296,Champions
13647,10,4,1678.12,21.2420253164557,0.0,7.426025125637361,2.3978952727983707,2,0.961148840127401,-0.7682380272371218,Potential Loyalists
13649,257,2,346.6,15.069565217391306,0.0,5.851052393391237,5.552959584921617,0,-1.2235956912307573,0.7649794088400426,Champions
13650,17,6,1836.34,19.128541666666667,0.0,7.516074152465826,2.8903717578961645,2,0.9566526027151584,-0.312699230294459,Potential Loyalists
13651,35,2,94.2,15.7,0.0,4.55597994179732,3.58351893845611,0,-1.059560414974048,-0.5854084496131352,Champions
13652,46,3,1095.08,17.38222222222222,0.0,6.999495457544853,3.8501476017100575,2,0.0944524148374451,-0.0290509338254556,Potential Loyalists
13654,43,6,2707.33,16.30921686746988,0.0,7.90408748775984,3.784189633918261,2,0.785228992735577,0.2738177089297671,Potential Loyalists
13655,114,2,932.97,16.66017857142857,0.0,6.83944431779864,4.74493212836325,2,-0.4184610996098546,0.411401330951385,Potential Loyalists
13656,165,2,379.65,7.747959183673469,0.0,5.941880317752221,5.111987788356544,0,-1.0019864745933058,0.5128483070263805,Champions
13657,11,2,382.14,23.88375,0.0,5.948400457636955,2.4849066497880004,2,0.05870460598748,-1.059733065826252,Potential Loyalists
13658,10,5,2639.17,24.43675925925926,0.0,7.878598588006555,2.3978952727983707,1,1.2558886678635377,-0.6341902448092539,Loyal Customers
13659,206,2,1573.2,15.126923076923076,0.0,7.36150248570835,5.332718793265369,0,-0.4016136799596188,0.8323078988171465,Champions
13662,86,3,897.76,16.938867924528303,0.0,6.80101603553803,4.465908118654584,2,-0.2497824820773279,0.3135667314194854,Potential Loyalists
13663,179,1,189.47,14.574615384615385,0.0,5.249494701850468,5.19295685089021,0,-1.4457491835877494,0.3956627477709045,Champions
13666,60,3,84.65,7.054166666666667,0.0,4.450269224770129,4.110873864173311,0,-1.2481534765122786,-0.2091523389226543,Champions
13667,149,1,305.02,3.505977011494253,0.0,5.723650459293667,5.010635294096256,0,-1.1421531015879152,0.3490086886640304,Champions
13668,3,21,6363.59,13.539553191489365,0.0,8.758505094148523,1.3862943611198906,1,3.290543047570687,0.0656043810608676,Loyal Customers
13669,51,2,218.55,24.28333333333333,0.0,5.391579997007726,3.951243718581428,0,-0.8019027767285201,-0.2549457620546937,Champions
13670,75,1,349.7,13.988,0.0,5.859931157146132,4.330733340286331,0,-0.8022957391415826,-0.0402296906948336,Champions
13672,301,2,186.39,31.065,0.0,5.233192006587575,5.71042701737487,0,-1.5869555003808753,0.7777920313335019,Champions
13673,19,2,396.92,6.106461538461539,0.0,5.986250980055095,2.995732273553991,2,-0.1285506339196189,-0.7487908372829303,Potential Loyalists
13675,151,2,486.8200000000001,19.472800000000003,0.0,6.189946485351331,5.0238805208462765,0,-0.8460827955014231,0.4927995436694917,Champions
13678,152,1,232.6,14.5375,0.0,5.453610250954072,5.030437921392435,0,-1.2812293150448986,0.3252491467575407,Champions
13680,1,4,3722.42,19.08933333333333,0.0,8.22239787975808,0.6931471805599453,1,2.0340308457947955,-1.6842187674771956,Loyal Customers
13681,18,4,827.83,14.523333333333332,0.0,6.720015067761323,2.9444389791664403,2,0.3983705330172094,-0.5340228836431783,Potential Loyalists
13682,187,1,59.5,19.83333333333333,0.0,4.102643365036796,5.236441962829949,0,-2.020051146125753,0.2704306316002658,Champions
13684,286,1,67.23,2.241,0.0,4.222884350827332,5.659482215759621,0,-2.1319679564714966,0.539663250675046,Champions
13685,3,7,3119.44,79.98564102564103,0.0,8.045729296501372,1.3862943611198906,1,1.8942785824107464,-1.0693231029334491,Loyal Customers
13686,183,1,72.0,9.0,0.0,4.290459441148391,5.214935757608986,0,-1.9202090351850296,0.2823239805136716,Champions
13689,63,1,910.0,151.66666666666666,0.0,6.814542897259958,4.158883083359672,2,-0.2696531381221587,-0.0172370724937358,Potential Loyalists
13690,59,1,172.25,19.13888888888889,0.0,5.1547356380700124,4.0943445622221,0,-1.0495108929700332,-0.2748299638822554,Champions
13692,25,3,1488.32,28.081509433962264,0.0,7.30607491892943,3.258096538021482,2,0.4816257702074117,-0.3432092054223183,Potential Loyalists
13694,4,50,65039.62,114.50637323943664,0.0,11.082767276771584,1.6094379124341005,3,6.504585763133923,2.6620030333860853,At-Risk / Lost Customers
13695,31,15,2504.13,27.823666666666668,0.0,7.826095908379989,3.4657359027997265,1,1.550692697895938,0.7419533354565438,Loyal Customers
13697,39,1,151.3,12.608333333333334,0.0,5.025852259901116,3.688879454113936,0,-0.9488648048406644,-0.5346762611185761,Champions
13699,155,1,308.58000000000004,22.04142857142857,0.0,5.735216540145732,5.049856007249537,0,-1.1523259702487962,0.3740248427304461,Champions
13700,26,10,2265.12,11.498071065989848,0.0,7.725824396937778,3.295836866004329,1,1.195327810632182,0.2552161849333539,Loyal Customers
13703,318,1,99.5,99.5,,4.61015772749913,5.765191102784844,0,-1.9864993325992104,0.6540593541917845,Champions
13704,5,9,2308.06,17.224328358208954,0.0,7.744595794291895,1.791759469228055,1,1.7348891846910697,-0.7174975245366977,Loyal Customers
13705,8,3,711.86,25.423571428571428,0.0,6.569285047698251,2.19722457733622,2,0.5509653695650972,-1.0757858450013966,Potential Loyalists
13706,303,1,330.79,16.5395,0.0,5.8045022386644325,5.717027701406222,0,-1.387256165766752,0.7827541364467572,Champions
13707,267,2,806.41,16.800208333333334,0.0,6.693831593776871,5.5909869805108565,0,-0.8297336393253414,0.8989229491296191,Champions
13708,271,1,296.88,5.821176470588235,0.0,5.696690720842445,5.605802066295998,0,-1.3948251064859034,0.7019166100723878,Champions
13709,4,13,6328.05,18.833482142857143,0.0,8.752905424886302,1.6094379124341005,1,2.597877722903113,-0.3962911330923396,Loyal Customers
13710,32,1,180.48,22.56,0.0,5.201145454795763,3.49650756146648,0,-0.7863209669671072,-0.626771584598478,Champions
13711,219,2,252.06,19.38923076923077,0.0,5.5336266147611175,5.393627546352362,0,-1.3135673792864129,0.6276800413763252,Champions
13712,247,1,228.84,22.884,0.0,5.437383414671034,5.513428746164983,0,-1.483534315437989,0.6123871049667867,Champions
13715,281,5,1079.34,10.279428571428571,0.0,6.985031085389294,5.641907070938114,0,-0.4838085666897306,1.1908832996453227,Champions
13716,269,1,138.28,6.584761904761905,0.0,4.936486295459933,5.598421958998375,0,-1.7609340434589569,0.5972208120624387,Champions
13717,32,6,1445.01,14.166764705882352,0.0,7.276563318324119,3.49650756146648,2,0.5963713329106306,0.0187415971908339,Potential Loyalists
13718,246,2,306.55,25.54583333333333,0.0,5.728637675654378,5.5093883366279774,0,-1.2654886155820848,0.7227359684667594,Champions
13719,15,5,1041.68,17.361333333333334,0.0,6.949549600639115,2.772588722239781,2,0.6540027346216704,-0.5323218193767817,Potential Loyalists
13720,117,4,799.9,18.60232558139535,0.0,6.685736095329637,4.770684624465665,0,-0.3534229705753953,0.5552513953517025,Champions
13721,36,1,524.14,18.719285714285714,0.0,6.263664893709055,3.610917912644224,2,-0.3165226602946078,-0.4180948094064985,Potential Loyalists
13722,132,3,2375.41,27.946,0.0,7.773346224518516,4.890349128221754,2,0.0514267427390379,0.6960340925442918,Potential Loyalists
13723,217,1,199.85,33.30833333333334,0.0,5.302558360805292,5.384495062789089,0,-1.4970900122509516,0.5173804213569514,Champions
13725,50,8,1980.56,19.04384615384616,0.0,7.5916396922628975,3.9318256327243257,2,0.7241350202808889,0.4697289099122171,Potential Loyalists
13726,39,2,1079.66,25.70619047619048,0.0,6.985327244577022,3.688879454113936,2,0.0774767702642536,-0.2018589382145517,Potential Loyalists
13727,29,2,333.48,16.674,0.0,5.81257708704831,3.4011973816621555,2,-0.3760884896891331,-0.5288536972603148,Potential Loyalists
13728,37,6,1016.14,16.12920634920635,0.0,6.924750046357999,3.6375861597263857,2,0.3687748728546852,0.0568316760282716,Potential Loyalists
13730,136,2,752.6,17.50232558139535,0.0,6.624861723262153,4.919980925828125,0,-0.5931065959650081,0.4879387960924035,Champions
13731,219,2,610.59,16.068157894736842,0.0,6.416062123365316,5.393627546352362,0,-0.88514432012934,0.7440786898272219,Champions
13732,28,1,491.86,14.904848484848486,0.0,6.200225158054739,3.367295829986474,2,-0.2492531802277187,-0.5723758173870527,Potential Loyalists
13735,25,4,2885.24,14.72061224489796,0.0,7.967709895959368,3.258096538021482,2,0.8778651101341225,-0.1815849287211191,Potential Loyalists
13736,5,2,731.9,3.831937172774869,0.0,6.597009266931805,1.791759469228055,2,0.6526294623020599,-1.3893252116832582,Potential Loyalists
13737,200,1,339.6,11.32,0.0,5.830708768228588,5.303304908059076,0,-1.2079897060685847,0.5384193608660967,Champions
13739,18,1,216.9,72.3,0.0,5.384036241950574,2.9444389791664403,2,-0.4752934069126059,-0.933298385825935,Potential Loyalists
13740,241,1,350.75,15.25,0.0,5.862920695994498,5.488937726156687,0,-1.267076862000336,0.6538496375370627,Champions
13741,72,3,668.4300000000001,19.65970588235294,0.0,6.50642660402637,4.290459441148391,2,-0.3221793911545503,0.1696268566754588,Potential Loyalists
13742,17,12,3131.02,9.753956386292836,0.0,8.049433442786347,2.8903717578961645,1,1.6656894762369834,0.2037575514252732,Loyal Customers
13743,3,7,1341.6,32.72195121951219,0.0,7.202363311504652,1.3862943611198906,1,1.4848238044034223,-1.180568241921967,Loyal Customers
13744,95,2,1156.36,16.060555555555553,0.0,7.053896828321335,4.564348191467836,2,-0.2416506013233771,0.3315315380501137,Potential Loyalists
13745,162,1,300.04,12.001600000000002,0.0,5.707243146285182,5.093750200806762,0,-1.1835765805774527,0.3966245921287676,Champions
13747,374,1,79.6,79.6,,4.389498649512583,5.926926025970411,0,-2.1587354960721057,0.7218211964087133,Champions
13748,96,5,948.25,33.86607142857143,0.0,6.855672199111912,4.574710978503383,2,-0.1170150326633289,0.5346428062942363,Potential Loyalists
13750,54,5,1647.26,68.63583333333334,0.0,7.407475465015805,4.007333185232471,2,0.3792824830290457,0.2676086532175355,Potential Loyalists
13751,288,1,296.25,32.916666666666664,0.0,5.694573535570891,5.666426688112432,0,-1.420257305298701,0.737947330794166,Champions
13752,124,6,1186.28,15.608947368421052,0.0,7.0794202555875625,4.8283137373023015,2,-0.0354573149933831,0.7903977748927129,Potential Loyalists
13753,288,1,741.26,21.178857142857144,0.0,6.609699586102796,5.666426688112432,0,-0.9759629650773348,0.858658061952989,Champions
13754,152,2,282.6,23.55,0.0,5.647564794657972,5.030437921392435,0,-1.1120491539474442,0.4251835097876691,Champions
13755,4,9,2161.35,6.319736842105263,0.0,7.67895087223838,1.6094379124341005,1,1.7764116576961215,-0.8353545995168553,Loyal Customers
13756,2,14,5189.52,36.54591549295775,0.0,8.55458916381921,1.0986122886681098,1,2.7822418279178898,-0.6540492046514244,Loyal Customers
13758,12,7,3190.55,27.26965811965812,0.0,8.068261971187837,2.5649493574615367,1,1.430753318910083,-0.3604174023510383,Loyal Customers
13759,33,2,659.4100000000001,26.376400000000004,0.0,6.492860854269306,3.5263605246161616,2,-0.0961943819828589,-0.3641559635600037,Potential Loyalists
13760,54,2,286.79,5.03140350877193,0.0,5.662231047497966,4.007333185232471,0,-0.6930801890995967,-0.1856514872392563,Champions
13761,50,2,1070.65,15.295000000000002,0.0,6.976954795783142,3.9318256327243257,2,-0.0243854921457825,-0.0574552173745108,Potential Loyalists
13762,219,1,306.72,43.81714285714286,0.0,5.729190278590734,5.393627546352362,0,-1.2936361770697926,0.5791255156961617,Champions
13763,63,1,1714.96,114.33066666666669,0.0,7.447727969752915,4.158883083359672,2,0.0377586592556589,0.0662839167897098,Potential Loyalists
13764,71,3,1521.76,7.3161538461538465,0.0,7.328279756761194,4.276666119016055,2,0.0823833621907705,0.2697730674046412,Potential Loyalists
13767,2,37,17220.36,46.79445652173913,0.0,9.753905752795765,1.0986122886681098,1,5.089858034207005,1.2142111265510829,Loyal Customers
13769,2,10,2796.51,20.71488888888889,0.0,7.936485014799888,1.0986122886681098,1,2.1820914538138814,-1.0329832107802028,Loyal Customers
13771,64,4,2634.45,22.13823529411765,0.0,7.876809224383177,4.174387269895637,2,0.4648820163770268,0.355220018993471,Potential Loyalists
13772,34,3,1132.13,6.396214689265538,0.0,7.032738994075221,3.555348061489413,2,0.2292630608042788,-0.2012306130139075,Potential Loyalists
13774,82,1,345.0,15.681818181818182,0.0,5.846438775057725,4.418840607796598,0,-0.8443136806281057,0.0107607917216665,Champions
13777,1,33,25977.16,131.86375634517768,0.0,10.165011464005929,0.6931471805599453,1,5.152608828797463,0.7281904145842446,Loyal Customers
13778,103,1,178.7,19.855555555555554,0.0,5.191288793789513,4.6443908991413725,0,-1.2531842143578105,0.0594316512076791,Champions
13780,7,2,360.01,6.315964912280702,0.0,5.888905658780245,2.079441541679836,2,0.1930388981041428,-1.3104265844502956,Potential Loyalists
13781,251,1,127.84,7.52,0.0,4.858571324462998,5.529429087511423,0,-1.7709888928141748,0.5456213521343511,Champions
13782,13,6,912.0,7.930434782608696,0.0,6.816735880594968,2.6390573296152584,2,0.7182894331275038,-0.5554663374792582,Potential Loyalists
13784,10,11,2462.79,79.44483870967741,0.0,7.809456093748633,2.3978952727983707,1,1.6724105018387505,-0.1972071387636945,Loyal Customers
13786,367,1,230.4,32.91428571428572,0.0,5.444147814759576,5.908082938168931,0,-1.6391173434550657,0.8496501637610705,Champions
13787,76,2,309.04,9.969032258064518,0.0,5.736701321413311,4.343805421853684,0,-0.7923709537750351,0.0256953902399914,Champions
13790,4,1,348.79999999999995,7.75111111111111,0.0,5.857361562584502,1.6094379124341005,2,0.2919080172389586,-1.6704379526310025,Potential Loyalists
13791,128,2,1516.0,137.8181818181818,0.0,7.324489979348532,4.859812404361672,2,-0.2292158845737252,0.5441872306529437,Potential Loyalists
13792,66,2,195.55,15.042307692307691,0.0,5.280916851867869,4.204692619390966,0,-0.9576550910297504,-0.117744400336752,Champions
13798,1,57,37153.85,106.4580229226361,0.0,10.522849593441716,0.6931471805599453,3,7.12670174592969,2.5598051537221784,At-Risk / Lost Customers
13799,117,2,688.86,17.663076923076922,0.0,6.5364886784538845,4.770684624465665,0,-0.575912884116181,0.3868636054234298,Champions
13800,310,1,558.32,16.91878787878788,0.0,6.32672176017265,5.739792912179234,0,-1.1428823052355224,0.8652728897606827,Champions
13801,67,1,324.8,14.121739130434785,0.0,5.786283696167945,4.219507705176107,0,-0.7932780062698347,-0.1165607687186511,Champions
13802,139,3,4599.42,76.657,0.0,8.433902882657025,4.941642422609304,2,0.3514794649657716,0.8138867269253152,Potential Loyalists
13803,255,1,277.07,16.298235294117646,0.0,5.627872880555851,5.545177444479562,0,-1.4038319123988745,0.6565291250065969,Champions
13804,31,7,2635.79,19.23934306569343,0.0,7.877317547232232,3.4657359027997265,2,0.9754400882036014,0.1539052173081411,Potential Loyalists
13805,52,2,924.6,71.12307692307692,0.0,6.830442175879467,3.970291913552122,2,-0.1110019860215588,-0.0537424653795553,Potential Loyalists
13806,64,1,256.38,25.638,0.0,5.550553592065519,4.174387269895637,0,-0.8895620085779933,-0.1746790593552073,Champions
13807,367,1,112.6,16.085714285714285,0.0,4.732683506287051,5.908082938168931,0,-1.9845337648760524,0.7558036637961668,Champions
13808,6,5,1747.66,22.99552631578948,0.0,7.466605059322925,1.9459101490553128,1,1.2378111057710357,-0.9592428036436688,Loyal Customers
13809,305,1,155.05,12.920833333333334,0.0,5.0501764687167885,5.723585101952381,0,-1.7561215235379213,0.6871813803661752,Champions
13810,29,3,1499.01,42.828857142857146,0.0,7.313227053734746,3.4011973816621555,2,0.4274932169515434,-0.2565582045055657,Potential Loyalists
13811,184,3,814.5,62.65384615384615,0.0,6.703801422061068,5.220355825078324,0,-0.600681456597467,0.7526059595552373,Champions
13812,42,3,539.0,14.97222222222222,0.0,6.29156913955832,3.7612001156935615,2,-0.2134407011587662,-0.1757041946867222,Potential Loyalists
13813,40,4,1366.86,19.809565217391302,0.0,7.221002753764198,3.713572066704308,2,0.3319876281814255,-0.0072815721859733,Potential Loyalists
13814,92,2,1579.12,27.703859649122805,0.0,7.365256072504094,4.532599493153256,2,-0.0777051031790203,0.3535864366622841,Potential Loyalists
13815,22,4,4027.36,22.88272727272728,0.0,8.301114624224146,3.1354942159291497,1,1.0890866262701424,-0.2110371850260161,Loyal Customers
13816,24,2,571.6700000000001,20.41678571428572,0.0,6.3503096345809205,3.218875824868201,2,-0.0416258314512503,-0.567121588350266,Potential Loyalists
13817,29,2,382.98,15.9575,0.0,5.950590467898009,3.4011973816621555,2,-0.3090828963605455,-0.5106488870023345,Potential Loyalists
13819,302,3,1140.35,31.676388888888887,0.0,7.039967051290641,5.713732805509369,0,-0.6360805908815571,1.0924472372364302,Champions
13821,145,2,385.64,6.536271186440678,0.0,5.957494027536828,4.983606621708336,0,-0.9427264603560414,0.4380163373952748,Champions
13822,6,2,632.0,6.583333333333333,0.0,6.450470422144176,1.9459101490553128,2,0.5194317440469174,-1.3163288983188712,Potential Loyalists
13823,19,2,957.66,23.9415,0.0,6.865536476045727,2.995732273553991,2,0.2983430919013301,-0.6328076947894066,Potential Loyalists
13824,33,5,1698.94,36.93347826086956,0.0,7.438348235303808,3.5263605246161616,2,0.587885687268037,-0.0163886746805492,Potential Loyalists
13826,176,1,189.5,18.95,0.0,5.249652194566756,5.176149732573829,0,-1.4389070534422037,0.3856172108976874,Champions
13827,58,3,412.05,4.430645161290323,0.0,6.023568651008515,4.07753744390572,2,-0.470895999858489,-0.0215907375406443,Potential Loyalists
13828,22,1,209.49,13.966,0.0,5.349438146055751,3.1354942159291497,2,-0.5689996585751235,-0.8234331036085962,Potential Loyalists
13831,16,6,2202.99,29.77013513513513,0.0,7.69802463305743,2.833213344056216,2,1.0679986785501734,-0.3229328170528505,Potential Loyalists
13832,19,1,52.2,17.400000000000002,0.0,3.974058396347599,2.995732273553991,0,-1.1804866403776615,-1.0885619343914392,Champions
13833,159,1,384.8,13.26896551724138,0.0,5.955319100471629,5.075173815233827,0,-1.0556576487589653,0.4182213490710604,Champions
13835,25,4,834.57,15.174,0.0,6.728114126692287,3.258096538021482,2,0.2760404935934809,-0.3450952031392074,Potential Loyalists
13837,212,2,271.24,14.275789473684211,0.0,5.606684030192651,5.3612921657094255,0,-1.2650814187195354,0.6179500867153173,Champions
13838,6,4,691.73,3.975459770114943,0.0,6.540640312882445,1.9459101490553128,2,0.7132394771581246,-1.155733795934533,Potential Loyalists
13841,253,1,85.0,85.0,,4.454347296253507,5.537334267018537,0,-1.9704221544577711,0.4970363872997047,Champions
13842,59,9,3385.62,16.43504854368932,0.0,8.127587652841866,4.0943445622221,2,0.9939315993475418,0.712111991453849,Potential Loyalists
13844,11,1,361.62,18.081,0.0,5.893355453997663,2.4849066497880004,2,-0.0430348758531806,-1.1413444097090306,Potential Loyalists
13845,65,1,312.98,34.77555555555556,0.0,5.749329289612172,4.189654742026425,0,-0.7992021540646036,-0.1393151586980809,Champions
13846,25,3,865.0600000000001,15.728363636363635,0.0,6.763954190227071,3.258096538021482,2,0.2184257756939303,-0.4147182499959918,Potential Loyalists
13848,92,3,1255.0,251.0,34.0,7.135687347028144,4.532599493153256,2,-0.1141457867065082,0.3976554864322777,Potential Loyalists
13849,52,2,1537.95,15.22722772277228,0.0,7.338855644682132,3.970291913552122,2,0.1358331101381928,0.0133203851583482,Potential Loyalists
13850,129,1,1595.48,17.155698924731183,0.0,7.375556484672672,4.867534450455582,2,-0.2825466464148936,0.4811976207100196,Potential Loyalists
13851,96,3,2651.46,32.73407407407407,0.0,7.883242790261331,4.574710978503383,2,0.2318410231650939,0.5214845195661192,Potential Loyalists
13853,57,1,1090.14,47.39739130434782,0.0,6.994978300240205,4.060443010546419,2,-0.1424247954332329,-0.052395389622056,Potential Loyalists
13854,9,25,8109.519999999999,73.72290909090908,0.0,9.000917263426343,2.302585092994046,1,3.339443947795929,0.9437776170270862,Loyal Customers
13856,169,3,388.5,27.75,0.0,5.964863865310803,5.135798437050262,0,-0.925397774770934,0.6044914939518486,Champions
13858,57,1,216.17,19.651818181818182,0.0,5.38068045697316,4.060443010546419,0,-0.9261675320521175,-0.2653311626290801,Champions
13859,326,1,201.16,7.184285714285714,0.0,5.309059463079938,5.7899601708972535,0,-1.657152781275396,0.7610837468185211,Champions
13860,1,5,1245.9,16.39342105263158,0.0,7.1284157500025405,0.6931471805599453,1,1.57791684741666,-1.754171140213345,Loyal Customers
13862,18,8,2209.36,15.894676258992806,0.0,7.700910677173299,2.9444389791664403,1,1.1746564159283517,-0.1072344618120816,Loyal Customers
13863,248,1,305.78,15.288999999999998,0.0,5.726130878319963,5.517452896464707,0,-1.344967131617791,0.6528848540098884,Champions
13865,58,4,501.56,16.718666666666667,0.0,6.219715035790337,4.07753744390572,2,-0.3006516983783854,0.0786327427525606,Potential Loyalists
13866,74,1,145.67,20.81,0.0,4.988185165258664,4.31748811353631,0,-1.2201971944678125,-0.1631513087953102,Champions
13867,31,3,1015.29,16.644098360655736,0.0,6.923914020481024,3.4657359027997265,2,0.2125016307318049,-0.2692568304325979,Potential Loyalists
13868,7,2,3192.54,96.74363636363636,0.0,8.068885298365506,2.079441541679836,1,1.2514205441108197,-1.022873917740902,Loyal Customers
13869,123,4,3104.9500000000003,10.11384364820847,0.0,8.04107490570398,4.820281565605037,2,0.2846298376524578,0.7637340518643486,Potential Loyalists
13870,2,8,2770.94,24.095130434782607,0.0,7.927302715053892,1.0986122886681098,1,2.027603253006575,-1.1828955538683907,Loyal Customers
13871,23,13,6403.25,19.057291666666668,0.0,8.764717111455825,3.1780538303479458,1,1.972169528488919,0.5447602493902717,Loyal Customers
13873,120,3,389.6,16.93913043478261,0.0,5.967684018442578,4.795790545596741,0,-0.7871591836576911,0.4012220824537332,Champions
13874,358,1,540.45,30.025,0.0,6.294250726074389,5.883322388488279,0,-1.2164244799287478,0.9469540735793204,Champions
13875,54,5,1786.79,17.180673076923078,0.0,7.488735499171278,4.007333185232471,2,0.4187342866800146,0.2783273494356102,Potential Loyalists
13876,64,1,122.7,17.52857142857143,0.0,4.8178592793984425,4.174387269895637,0,-1.2452856119451527,-0.2713259269059094,Champions
13877,86,1,117.24,39.08,0.0,4.772716457199891,4.465908118654584,0,-1.3845535396563768,-0.1026795476905282,Champions
